ClockLab,,,,
C2-141-1,,,,
15-Jun-2017,00:00,,,,
24,7,18,0.00,0.00
24,7,19,0.00,0.00
24,7,20,0.00,0.00
24,7,21,0.00,0.00
24,7,22,0.00,0.00
24,7,23,0.00,0.00
24,7,24,0.00,0.00
24,7,25,0.00,0.00
24,7,26,0.00,0.00
24,7,27,0.00,0.00
24,7,28,0.00,0.00
24,7,29,0.00,0.00
24,7,30,0.00,0.00
24,7,31,0.00,0.00
24,7,32,0.00,0.00
24,7,33,0.00,0.00
24,7,34,0.00,0.00
24,7,35,0.00,0.00
24,7,36,0.00,0.00
24,7,37,0.00,0.00
24,7,38,0.00,0.00
24,7,39,0.00,0.00
24,7,40,0.00,0.00
24,7,41,0.00,0.00
24,7,42,0.00,0.00
24,7,43,0.00,0.00
24,7,44,0.00,0.00
24,7,45,0.00,0.00
24,7,46,0.00,0.00
24,7,47,0.00,0.00
24,7,48,0.00,0.00
24,7,49,0.00,0.00
24,7,50,0.00,0.00
24,7,51,0.00,0.00
24,7,52,0.00,0.00
24,7,53,0.00,0.00
24,7,54,0.00,0.00
24,7,55,0.00,0.00
24,7,56,0.00,0.00
24,7,57,0.00,0.00
24,7,58,0.00,0.00
24,7,59,0.00,0.00
24,8,0,0.00,0.00
24,8,1,0.00,0.00
24,8,2,0.00,0.00
24,8,3,0.00,0.00
24,8,4,0.00,0.00
24,8,5,0.00,0.00
24,8,6,0.00,0.00
24,8,7,0.00,0.00
24,8,8,0.00,0.00
24,8,9,0.00,0.00
24,8,10,0.00,0.00
24,8,11,0.00,0.00
24,8,12,0.00,0.00
24,8,13,0.00,0.00
24,8,14,0.00,0.00
24,8,15,0.00,0.00
24,8,16,0.00,0.00
24,8,17,0.00,0.00
24,8,18,0.00,0.00
24,8,19,0.00,0.00
24,8,20,0.00,0.00
24,8,21,0.00,0.00
24,8,22,0.00,0.00
24,8,23,0.00,0.00
24,8,24,0.00,0.00
24,8,25,0.00,0.00
24,8,26,0.00,0.00
24,8,27,0.00,0.00
24,8,28,0.00,0.00
24,8,29,0.00,0.00
24,8,30,0.00,0.00
24,8,31,0.00,0.00
24,8,32,0.00,0.00
24,8,33,0.00,0.00
24,8,34,0.00,0.00
24,8,35,0.00,0.00
24,8,36,0.00,0.00
24,8,37,0.00,0.00
24,8,38,0.00,0.00
24,8,39,0.00,0.00
24,8,40,0.00,0.00
24,8,41,0.00,0.00
24,8,42,0.00,0.00
24,8,43,0.00,0.00
24,8,44,0.00,0.00
24,8,45,0.00,0.00
24,8,46,0.00,0.00
24,8,47,0.00,0.00
24,8,48,0.00,0.00
24,8,49,0.00,0.00
24,8,50,0.00,0.00
24,8,51,0.00,0.00
24,8,52,0.00,0.00
24,8,53,0.00,0.00
24,8,54,0.00,0.00
24,8,55,0.00,0.00
24,8,56,0.00,0.00
24,8,57,0.00,0.00
24,8,58,0.00,0.00
24,8,59,0.00,0.00
24,9,0,0.00,0.00
24,9,1,0.00,0.00
24,9,2,0.00,0.00
24,9,3,0.00,0.00
24,9,4,0.00,0.00
24,9,5,0.00,0.00
24,9,6,0.00,0.00
24,9,7,0.00,0.00
24,9,8,0.00,0.00
24,9,9,0.00,0.00
24,9,10,0.00,0.00
24,9,11,0.00,0.00
24,9,12,0.00,0.00
24,9,13,0.00,0.00
24,9,14,0.00,0.00
24,9,15,0.00,0.00
24,9,16,0.00,0.00
24,9,17,0.00,0.00
24,9,18,0.00,0.00
24,9,19,0.00,0.00
24,9,20,0.00,0.00
24,9,21,0.00,0.00
24,9,22,0.00,0.00
24,9,23,0.00,0.00
24,9,24,0.00,0.00
24,9,25,0.00,0.00
24,9,26,0.00,0.00
24,9,27,0.00,0.00
24,9,28,0.00,0.00
24,9,29,0.00,0.00
24,9,30,0.00,0.00
24,9,31,0.00,0.00
24,9,32,0.00,0.00
24,9,33,0.00,0.00
24,9,34,0.00,0.00
24,9,35,0.00,0.00
24,9,36,0.00,0.00
24,9,37,0.00,0.00
24,9,38,0.00,0.00
24,9,39,0.00,0.00
24,9,40,0.00,0.00
24,9,41,0.00,0.00
24,9,42,0.00,0.00
24,9,43,0.00,0.00
24,9,44,0.00,0.00
24,9,45,0.00,0.00
24,9,46,0.00,0.00
24,9,47,0.00,0.00
24,9,48,0.00,0.00
24,9,49,0.00,0.00
24,9,50,0.00,0.00
24,9,51,0.00,0.00
24,9,52,0.00,0.00
24,9,53,0.00,0.00
24,9,54,0.00,0.00
24,9,55,0.00,0.00
24,9,56,0.00,0.00
24,9,57,0.00,0.00
24,9,58,0.00,0.00
24,9,59,0.00,0.00
24,10,0,0.00,0.00
24,10,1,0.00,0.00
24,10,2,0.00,0.00
24,10,3,0.00,0.00
24,10,4,0.00,0.00
24,10,5,0.00,0.00
24,10,6,0.00,0.00
24,10,7,0.00,0.00
24,10,8,0.00,0.00
24,10,9,0.00,0.00
24,10,10,0.00,0.00
24,10,11,0.00,0.00
24,10,12,0.00,0.00
24,10,13,0.00,0.00
24,10,14,0.00,0.00
24,10,15,0.00,0.00
24,10,16,0.00,0.00
24,10,17,0.00,0.00
24,10,18,0.00,0.00
24,10,19,0.00,0.00
24,10,20,0.00,0.00
24,10,21,0.00,0.00
24,10,22,0.00,0.00
24,10,23,0.00,0.00
24,10,24,0.00,0.00
24,10,25,0.00,0.00
24,10,26,0.00,0.00
24,10,27,0.00,0.00
24,10,28,0.00,0.00
24,10,29,0.00,0.00
24,10,30,0.00,0.00
24,10,31,0.00,0.00
24,10,32,0.00,0.00
24,10,33,0.00,0.00
24,10,34,0.00,0.00
24,10,35,0.00,0.00
24,10,36,0.00,0.00
24,10,37,0.00,0.00
24,10,38,0.00,0.00
24,10,39,0.00,0.00
24,10,40,0.00,0.00
24,10,41,0.00,0.00
24,10,42,15.00,0.00
24,10,43,0.00,0.00
24,10,44,0.00,0.00
24,10,45,0.00,0.00
24,10,46,0.00,0.00
24,10,47,0.00,0.00
24,10,48,0.00,0.00
24,10,49,0.00,0.00
24,10,50,0.00,0.00
24,10,51,0.00,0.00
24,10,52,0.00,0.00
24,10,53,0.00,0.00
24,10,54,0.00,0.00
24,10,55,0.00,0.00
24,10,56,0.00,0.00
24,10,57,0.00,0.00
24,10,58,0.00,0.00
24,10,59,0.00,0.00
24,11,0,0.00,0.00
24,11,1,0.00,0.00
24,11,2,0.00,0.00
24,11,3,0.00,0.00
24,11,4,0.00,0.00
24,11,5,0.00,0.00
24,11,6,0.00,0.00
24,11,7,0.00,0.00
24,11,8,0.00,0.00
24,11,9,0.00,0.00
24,11,10,0.00,0.00
24,11,11,0.00,0.00
24,11,12,0.00,0.00
24,11,13,0.00,0.00
24,11,14,0.00,0.00
24,11,15,0.00,0.00
24,11,16,0.00,0.00
24,11,17,0.00,0.00
24,11,18,0.00,0.00
24,11,19,0.00,0.00
24,11,20,0.00,0.00
24,11,21,0.00,0.00
24,11,22,0.00,0.00
24,11,23,0.00,0.00
24,11,24,0.00,0.00
24,11,25,0.00,0.00
24,11,26,0.00,0.00
24,11,27,0.00,0.00
24,11,28,0.00,0.00
24,11,29,0.00,0.00
24,11,30,0.00,0.00
24,11,31,0.00,0.00
24,11,32,0.00,0.00
24,11,33,0.00,0.00
24,11,34,0.00,0.00
24,11,35,0.00,0.00
24,11,36,0.00,0.00
24,11,37,0.00,0.00
24,11,38,0.00,0.00
24,11,39,0.00,0.00
24,11,40,0.00,0.00
24,11,41,0.00,0.00
24,11,42,0.00,0.00
24,11,43,0.00,0.00
24,11,44,0.00,0.00
24,11,45,0.00,0.00
24,11,46,0.00,0.00
24,11,47,0.00,0.00
24,11,48,0.00,0.00
24,11,49,0.00,0.00
24,11,50,0.00,0.00
24,11,51,0.00,0.00
24,11,52,0.00,0.00
24,11,53,0.00,0.00
24,11,54,0.00,0.00
24,11,55,0.00,0.00
24,11,56,0.00,0.00
24,11,57,0.00,0.00
24,11,58,0.00,0.00
24,11,59,0.00,0.00
24,12,0,0.00,0.00
24,12,1,0.00,0.00
24,12,2,0.00,0.00
24,12,3,0.00,0.00
24,12,4,0.00,0.00
24,12,5,0.00,0.00
24,12,6,0.00,0.00
24,12,7,0.00,0.00
24,12,8,0.00,0.00
24,12,9,0.00,0.00
24,12,10,0.00,0.00
24,12,11,0.00,0.00
24,12,12,0.00,0.00
24,12,13,0.00,0.00
24,12,14,0.00,0.00
24,12,15,0.00,0.00
24,12,16,0.00,0.00
24,12,17,0.00,0.00
24,12,18,0.00,0.00
24,12,19,0.00,0.00
24,12,20,0.00,0.00
24,12,21,0.00,0.00
24,12,22,0.00,0.00
24,12,23,0.00,0.00
24,12,24,0.00,0.00
24,12,25,0.00,0.00
24,12,26,0.00,0.00
24,12,27,0.00,0.00
24,12,28,0.00,0.00
24,12,29,0.00,0.00
24,12,30,0.00,0.00
24,12,31,0.00,0.00
24,12,32,0.00,0.00
24,12,33,0.00,0.00
24,12,34,0.00,0.00
24,12,35,0.00,0.00
24,12,36,0.00,0.00
24,12,37,0.00,0.00
24,12,38,0.00,0.00
24,12,39,0.00,0.00
24,12,40,0.00,0.00
24,12,41,0.00,0.00
24,12,42,0.00,0.00
24,12,43,0.00,0.00
24,12,44,0.00,0.00
24,12,45,0.00,0.00
24,12,46,0.00,0.00
24,12,47,0.00,0.00
24,12,48,0.00,0.00
24,12,49,0.00,0.00
24,12,50,0.00,0.00
24,12,51,0.00,0.00
24,12,52,0.00,0.00
24,12,53,0.00,0.00
24,12,54,0.00,0.00
24,12,55,0.00,0.00
24,12,56,0.00,0.00
24,12,57,0.00,0.00
24,12,58,0.00,0.00
24,12,59,0.00,0.00
24,13,0,0.00,0.00
24,13,1,0.00,0.00
24,13,2,0.00,0.00
24,13,3,0.00,0.00
24,13,4,0.00,0.00
24,13,5,0.00,0.00
24,13,6,0.00,0.00
24,13,7,0.00,0.00
24,13,8,0.00,0.00
24,13,9,0.00,0.00
24,13,10,0.00,0.00
24,13,11,0.00,0.00
24,13,12,0.00,0.00
24,13,13,0.00,0.00
24,13,14,0.00,0.00
24,13,15,0.00,0.00
24,13,16,0.00,0.00
24,13,17,0.00,0.00
24,13,18,0.00,0.00
24,13,19,0.00,0.00
24,13,20,0.00,0.00
24,13,21,0.00,0.00
24,13,22,0.00,0.00
24,13,23,0.00,0.00
24,13,24,0.00,0.00
24,13,25,0.00,0.00
24,13,26,0.00,0.00
24,13,27,0.00,0.00
24,13,28,0.00,0.00
24,13,29,0.00,0.00
24,13,30,0.00,0.00
24,13,31,0.00,0.00
24,13,32,0.00,0.00
24,13,33,0.00,0.00
24,13,34,0.00,0.00
24,13,35,0.00,0.00
24,13,36,0.00,0.00
24,13,37,0.00,0.00
24,13,38,0.00,0.00
24,13,39,0.00,0.00
24,13,40,0.00,0.00
24,13,41,0.00,0.00
24,13,42,0.00,0.00
24,13,43,0.00,0.00
24,13,44,0.00,0.00
24,13,45,0.00,0.00
24,13,46,0.00,0.00
24,13,47,0.00,0.00
24,13,48,0.00,0.00
24,13,49,0.00,0.00
24,13,50,0.00,0.00
24,13,51,0.00,0.00
24,13,52,0.00,0.00
24,13,53,0.00,0.00
24,13,54,0.00,0.00
24,13,55,0.00,0.00
24,13,56,0.00,0.00
24,13,57,0.00,0.00
24,13,58,0.00,0.00
24,13,59,0.00,0.00
24,14,0,0.00,0.00
24,14,1,0.00,0.00
24,14,2,0.00,0.00
24,14,3,0.00,0.00
24,14,4,0.00,0.00
24,14,5,0.00,0.00
24,14,6,0.00,0.00
24,14,7,0.00,0.00
24,14,8,0.00,0.00
24,14,9,0.00,0.00
24,14,10,0.00,0.00
24,14,11,0.00,0.00
24,14,12,0.00,0.00
24,14,13,0.00,0.00
24,14,14,0.00,0.00
24,14,15,0.00,0.00
24,14,16,0.00,0.00
24,14,17,0.00,0.00
24,14,18,0.00,0.00
24,14,19,0.00,0.00
24,14,20,0.00,0.00
24,14,21,0.00,0.00
24,14,22,0.00,0.00
24,14,23,0.00,0.00
24,14,24,0.00,0.00
24,14,25,0.00,0.00
24,14,26,0.00,0.00
24,14,27,0.00,0.00
24,14,28,0.00,0.00
24,14,29,0.00,0.00
24,14,30,0.00,0.00
24,14,31,0.00,0.00
24,14,32,0.00,0.00
24,14,33,0.00,0.00
24,14,34,0.00,0.00
24,14,35,7.00,0.00
24,14,36,5.00,0.00
24,14,37,0.00,0.00
24,14,38,0.00,0.00
24,14,39,0.00,0.00
24,14,40,0.00,0.00
24,14,41,0.00,0.00
24,14,42,0.00,0.00
24,14,43,0.00,0.00
24,14,44,0.00,0.00
24,14,45,0.00,0.00
24,14,46,0.00,0.00
24,14,47,0.00,0.00
24,14,48,0.00,0.00
24,14,49,0.00,0.00
24,14,50,0.00,0.00
24,14,51,0.00,0.00
24,14,52,0.00,0.00
24,14,53,0.00,0.00
24,14,54,0.00,0.00
24,14,55,0.00,0.00
24,14,56,0.00,0.00
24,14,57,0.00,0.00
24,14,58,0.00,0.00
24,14,59,0.00,0.00
24,15,0,0.00,0.00
24,15,1,25.00,0.00
24,15,2,34.00,0.00
24,15,3,52.00,0.00
24,15,4,65.00,0.00
24,15,5,52.00,0.00
24,15,6,71.00,0.00
24,15,7,81.00,0.00
24,15,8,73.00,0.00
24,15,9,73.00,0.00
24,15,10,82.00,0.00
24,15,11,90.00,0.00
24,15,12,59.00,0.00
24,15,13,75.00,0.00
24,15,14,31.00,0.00
24,15,15,0.00,0.00
24,15,16,45.00,0.00
24,15,17,69.00,0.00
24,15,18,68.00,0.00
24,15,19,92.00,0.00
24,15,20,91.00,0.00
24,15,21,92.00,0.00
24,15,22,92.00,0.00
24,15,23,91.00,0.00
24,15,24,93.00,0.00
24,15,25,100.00,0.00
24,15,26,100.00,0.00
24,15,27,93.00,0.00
24,15,28,57.00,0.00
24,15,29,70.00,0.00
24,15,30,78.00,0.00
24,15,31,32.00,0.00
24,15,32,83.00,0.00
24,15,33,94.00,0.00
24,15,34,106.00,0.00
24,15,35,89.00,0.00
24,15,36,65.00,0.00
24,15,37,0.00,0.00
24,15,38,48.00,0.00
24,15,39,90.00,0.00
24,15,40,102.00,0.00
24,15,41,106.00,0.00
24,15,42,100.00,0.00
24,15,43,99.00,0.00
24,15,44,106.00,0.00
24,15,45,100.00,0.00
24,15,46,29.00,0.00
24,15,47,89.00,0.00
24,15,48,94.00,0.00
24,15,49,103.00,0.00
24,15,50,89.00,0.00
24,15,51,0.00,0.00
24,15,52,30.00,0.00
24,15,53,98.00,0.00
24,15,54,18.00,0.00
24,15,55,0.00,0.00
24,15,56,0.00,0.00
24,15,57,0.00,0.00
24,15,58,0.00,0.00
24,15,59,0.00,0.00
24,16,0,30.00,0.00
24,16,1,88.00,0.00
24,16,2,100.00,0.00
24,16,3,98.00,0.00
24,16,4,98.00,0.00
24,16,5,92.00,0.00
24,16,6,95.00,0.00
24,16,7,98.00,0.00
24,16,8,72.00,0.00
24,16,9,67.00,0.00
24,16,10,101.00,0.00
24,16,11,102.00,0.00
24,16,12,107.00,0.00
24,16,13,96.00,0.00
24,16,14,33.00,0.00
24,16,15,0.00,0.00
24,16,16,5.00,0.00
24,16,17,85.00,0.00
24,16,18,34.00,0.00
24,16,19,95.00,0.00
24,16,20,99.00,0.00
24,16,21,97.00,0.00
24,16,22,99.00,0.00
24,16,23,91.00,0.00
24,16,24,106.00,0.00
24,16,25,106.00,0.00
24,16,26,80.00,0.00
24,16,27,8.00,0.00
24,16,28,0.00,0.00
24,16,29,11.00,0.00
24,16,30,16.00,0.00
24,16,31,7.00,0.00
24,16,32,15.00,0.00
24,16,33,0.00,0.00
24,16,34,0.00,0.00
24,16,35,17.00,0.00
24,16,36,24.00,0.00
24,16,37,76.00,0.00
24,16,38,81.00,0.00
24,16,39,71.00,0.00
24,16,40,107.00,0.00
24,16,41,96.00,0.00
24,16,42,82.00,0.00
24,16,43,93.00,0.00
24,16,44,99.00,0.00
24,16,45,101.00,0.00
24,16,46,45.00,0.00
24,16,47,109.00,0.00
24,16,48,100.00,0.00
24,16,49,94.00,0.00
24,16,50,84.00,0.00
24,16,51,114.00,0.00
24,16,52,96.00,0.00
24,16,53,103.00,0.00
24,16,54,89.00,0.00
24,16,55,26.00,0.00
24,16,56,105.00,0.00
24,16,57,86.00,0.00
24,16,58,98.00,0.00
24,16,59,31.00,0.00
24,17,0,0.00,0.00
24,17,1,26.00,0.00
24,17,2,115.00,0.00
24,17,3,41.00,0.00
24,17,4,45.00,0.00
24,17,5,76.00,0.00
24,17,6,32.00,0.00
24,17,7,0.00,0.00
24,17,8,0.00,0.00
24,17,9,0.00,0.00
24,17,10,0.00,0.00
24,17,11,51.00,0.00
24,17,12,45.00,0.00
24,17,13,82.00,0.00
24,17,14,98.00,0.00
24,17,15,111.00,0.00
24,17,16,108.00,0.00
24,17,17,93.00,0.00
24,17,18,100.00,0.00
24,17,19,109.00,0.00
24,17,20,79.00,0.00
24,17,21,46.00,0.00
24,17,22,98.00,0.00
24,17,23,50.00,0.00
24,17,24,0.00,0.00
24,17,25,50.00,0.00
24,17,26,91.00,0.00
24,17,27,97.00,0.00
24,17,28,103.00,0.00
24,17,29,49.00,0.00
24,17,30,43.00,0.00
24,17,31,65.00,0.00
24,17,32,96.00,0.00
24,17,33,97.00,0.00
24,17,34,87.00,0.00
24,17,35,102.00,0.00
24,17,36,71.00,0.00
24,17,37,0.00,0.00
24,17,38,0.00,0.00
24,17,39,0.00,0.00
24,17,40,88.00,0.00
24,17,41,102.00,0.00
24,17,42,105.00,0.00
24,17,43,98.00,0.00
24,17,44,94.00,0.00
24,17,45,107.00,0.00
24,17,46,92.00,0.00
24,17,47,86.00,0.00
24,17,48,30.00,0.00
24,17,49,104.00,0.00
24,17,50,111.00,0.00
24,17,51,110.00,0.00
24,17,52,108.00,0.00
24,17,53,94.00,0.00
24,17,54,107.00,0.00
24,17,55,61.00,0.00
24,17,56,0.00,0.00
24,17,57,70.00,0.00
24,17,58,105.00,0.00
24,17,59,72.00,0.00
24,18,0,58.00,0.00
24,18,1,98.00,0.00
24,18,2,37.00,0.00
24,18,3,0.00,0.00
24,18,4,0.00,0.00
24,18,5,0.00,0.00
24,18,6,0.00,0.00
24,18,7,0.00,0.00
24,18,8,58.00,0.00
24,18,9,97.00,0.00
24,18,10,73.00,0.00
24,18,11,0.00,0.00
24,18,12,0.00,0.00
24,18,13,0.00,0.00
24,18,14,42.00,0.00
24,18,15,111.00,0.00
24,18,16,36.00,0.00
24,18,17,19.00,0.00
24,18,18,73.00,0.00
24,18,19,28.00,0.00
24,18,20,87.00,0.00
24,18,21,106.00,0.00
24,18,22,98.00,0.00
24,18,23,116.00,0.00
24,18,24,104.00,0.00
24,18,25,102.00,0.00
24,18,26,80.00,0.00
24,18,27,0.00,0.00
24,18,28,0.00,0.00
24,18,29,0.00,0.00
24,18,30,15.00,0.00
24,18,31,33.00,0.00
24,18,32,100.00,0.00
24,18,33,95.00,0.00
24,18,34,113.00,0.00
24,18,35,107.00,0.00
24,18,36,103.00,0.00
24,18,37,105.00,0.00
24,18,38,109.00,0.00
24,18,39,99.00,0.00
24,18,40,105.00,0.00
24,18,41,36.00,0.00
24,18,42,51.00,0.00
24,18,43,73.00,0.00
24,18,44,99.00,0.00
24,18,45,102.00,0.00
24,18,46,105.00,0.00
24,18,47,74.00,0.00
24,18,48,103.00,0.00
24,18,49,93.00,0.00
24,18,50,64.00,0.00
24,18,51,103.00,0.00
24,18,52,7.00,0.00
24,18,53,72.00,0.00
24,18,54,104.00,0.00
24,18,55,108.00,0.00
24,18,56,111.00,0.00
24,18,57,119.00,0.00
24,18,58,42.00,0.00
24,18,59,0.00,0.00
24,19,0,0.00,0.00
24,19,1,0.00,0.00
24,19,2,0.00,0.00
24,19,3,80.00,0.00
24,19,4,100.00,0.00
24,19,5,112.00,0.00
24,19,6,103.00,0.00
24,19,7,98.00,0.00
24,19,8,56.00,0.00
24,19,9,95.00,0.00
24,19,10,103.00,0.00
24,19,11,92.00,0.00
24,19,12,104.00,0.00
24,19,13,112.00,0.00
24,19,14,115.00,0.00
24,19,15,111.00,0.00
24,19,16,108.00,0.00
24,19,17,20.00,0.00
24,19,18,96.00,0.00
24,19,19,61.00,0.00
24,19,20,90.00,0.00
24,19,21,110.00,0.00
24,19,22,110.00,0.00
24,19,23,116.00,0.00
24,19,24,117.00,0.00
24,19,25,107.00,0.00
24,19,26,100.00,0.00
24,19,27,108.00,0.00
24,19,28,104.00,0.00
24,19,29,7.00,0.00
24,19,30,0.00,0.00
24,19,31,0.00,0.00
24,19,32,43.00,0.00
24,19,33,105.00,0.00
24,19,34,113.00,0.00
24,19,35,101.00,0.00
24,19,36,115.00,0.00
24,19,37,53.00,0.00
24,19,38,79.00,0.00
24,19,39,109.00,0.00
24,19,40,115.00,0.00
24,19,41,110.00,0.00
24,19,42,109.00,0.00
24,19,43,55.00,0.00
24,19,44,121.00,0.00
24,19,45,107.00,0.00
24,19,46,112.00,0.00
24,19,47,103.00,0.00
24,19,48,113.00,0.00
24,19,49,71.00,0.00
24,19,50,113.00,0.00
24,19,51,74.00,0.00
24,19,52,32.00,0.00
24,19,53,0.00,0.00
24,19,54,0.00,0.00
24,19,55,0.00,0.00
24,19,56,0.00,0.00
24,19,57,69.00,0.00
24,19,58,104.00,0.00
24,19,59,81.00,0.00
24,20,0,108.00,0.00
24,20,1,102.00,0.00
24,20,2,111.00,0.00
24,20,3,101.00,0.00
24,20,4,97.00,0.00
24,20,5,111.00,0.00
24,20,6,29.00,0.00
24,20,7,106.00,0.00
24,20,8,108.00,0.00
24,20,9,110.00,0.00
24,20,10,110.00,0.00
24,20,11,109.00,0.00
24,20,12,112.00,0.00
24,20,13,74.00,0.00
24,20,14,51.00,0.00
24,20,15,7.00,0.00
24,20,16,26.00,0.00
24,20,17,0.00,0.00
24,20,18,0.00,0.00
24,20,19,0.00,0.00
24,20,20,59.00,0.00
24,20,21,112.00,0.00
24,20,22,116.00,0.00
24,20,23,111.00,0.00
24,20,24,109.00,0.00
24,20,25,110.00,0.00
24,20,26,107.00,0.00
24,20,27,114.00,0.00
24,20,28,107.00,0.00
24,20,29,117.00,0.00
24,20,30,115.00,0.00
24,20,31,83.00,0.00
24,20,32,0.00,0.00
24,20,33,1.00,0.00
24,20,34,49.00,0.00
24,20,35,106.00,0.00
24,20,36,108.00,0.00
24,20,37,123.00,0.00
24,20,38,118.00,0.00
24,20,39,117.00,0.00
24,20,40,110.00,0.00
24,20,41,87.00,0.00
24,20,42,89.00,0.00
24,20,43,106.00,0.00
24,20,44,128.00,0.00
24,20,45,106.00,0.00
24,20,46,106.00,0.00
24,20,47,25.00,0.00
24,20,48,0.00,0.00
24,20,49,0.00,0.00
24,20,50,48.00,0.00
24,20,51,101.00,0.00
24,20,52,102.00,0.00
24,20,53,29.00,0.00
24,20,54,118.00,0.00
24,20,55,91.00,0.00
24,20,56,24.00,0.00
24,20,57,0.00,0.00
24,20,58,0.00,0.00
24,20,59,0.00,0.00
24,21,0,84.00,0.00
24,21,1,119.00,0.00
24,21,2,120.00,0.00
24,21,3,118.00,0.00
24,21,4,113.00,0.00
24,21,5,118.00,0.00
24,21,6,121.00,0.00
24,21,7,99.00,0.00
24,21,8,109.00,0.00
24,21,9,86.00,0.00
24,21,10,69.00,0.00
24,21,11,28.00,0.00
24,21,12,0.00,0.00
24,21,13,0.00,0.00
24,21,14,30.00,0.00
24,21,15,109.00,0.00
24,21,16,107.00,0.00
24,21,17,113.00,0.00
24,21,18,110.00,0.00
24,21,19,0.00,0.00
24,21,20,49.00,0.00
24,21,21,116.00,0.00
24,21,22,115.00,0.00
24,21,23,108.00,0.00
24,21,24,75.00,0.00
24,21,25,114.00,0.00
24,21,26,106.00,0.00
24,21,27,117.00,0.00
24,21,28,124.00,0.00
24,21,29,108.00,0.00
24,21,30,109.00,0.00
24,21,31,104.00,0.00
24,21,32,60.00,0.00
24,21,33,110.00,0.00
24,21,34,83.00,0.00
24,21,35,0.00,0.00
24,21,36,0.00,0.00
24,21,37,0.00,0.00
24,21,38,0.00,0.00
24,21,39,23.00,0.00
24,21,40,105.00,0.00
24,21,41,67.00,0.00
24,21,42,73.00,0.00
24,21,43,107.00,0.00
24,21,44,98.00,0.00
24,21,45,96.00,0.00
24,21,46,94.00,0.00
24,21,47,92.00,0.00
24,21,48,75.00,0.00
24,21,49,62.00,0.00
24,21,50,8.00,0.00
24,21,51,23.00,0.00
24,21,52,104.00,0.00
24,21,53,106.00,0.00
24,21,54,115.00,0.00
24,21,55,106.00,0.00
24,21,56,100.00,0.00
24,21,57,106.00,0.00
24,21,58,107.00,0.00
24,21,59,102.00,0.00
24,22,0,105.00,0.00
24,22,1,103.00,0.00
24,22,2,106.00,0.00
24,22,3,101.00,0.00
24,22,4,111.00,0.00
24,22,5,82.00,0.00
24,22,6,86.00,0.00
24,22,7,36.00,0.00
24,22,8,13.00,0.00
24,22,9,10.00,0.00
24,22,10,108.00,0.00
24,22,11,120.00,0.00
24,22,12,121.00,0.00
24,22,13,119.00,0.00
24,22,14,112.00,0.00
24,22,15,111.00,0.00
24,22,16,109.00,0.00
24,22,17,113.00,0.00
24,22,18,109.00,0.00
24,22,19,94.00,0.00
24,22,20,53.00,0.00
24,22,21,68.00,0.00
24,22,22,0.00,0.00
24,22,23,25.00,0.00
24,22,24,78.00,0.00
24,22,25,110.00,0.00
24,22,26,69.00,0.00
24,22,27,108.00,0.00
24,22,28,109.00,0.00
24,22,29,121.00,0.00
24,22,30,113.00,0.00
24,22,31,117.00,0.00
24,22,32,114.00,0.00
24,22,33,116.00,0.00
24,22,34,114.00,0.00
24,22,35,8.00,0.00
24,22,36,0.00,0.00
24,22,37,18.00,0.00
24,22,38,90.00,0.00
24,22,39,81.00,0.00
24,22,40,103.00,0.00
24,22,41,46.00,0.00
24,22,42,0.00,0.00
24,22,43,56.00,0.00
24,22,44,105.00,0.00
24,22,45,109.00,0.00
24,22,46,73.00,0.00
24,22,47,0.00,0.00
24,22,48,0.00,0.00
24,22,49,17.00,0.00
24,22,50,65.00,0.00
24,22,51,80.00,0.00
24,22,52,115.00,0.00
24,22,53,78.00,0.00
24,22,54,92.00,0.00
24,22,55,117.00,0.00
24,22,56,120.00,0.00
24,22,57,114.00,0.00
24,22,58,115.00,0.00
24,22,59,105.00,0.00
24,23,0,107.00,0.00
24,23,1,110.00,0.00
24,23,2,113.00,0.00
24,23,3,72.00,0.00
24,23,4,0.00,0.00
24,23,5,27.00,0.00
24,23,6,74.00,0.00
24,23,7,17.00,0.00
24,23,8,95.00,0.00
24,23,9,88.00,0.00
24,23,10,63.00,0.00
24,23,11,101.00,0.00
24,23,12,88.00,0.00
24,23,13,98.00,0.00
24,23,14,121.00,0.00
24,23,15,114.00,0.00
24,23,16,105.00,0.00
24,23,17,117.00,0.00
24,23,18,121.00,0.00
24,23,19,105.00,0.00
24,23,20,114.00,0.00
24,23,21,111.00,0.00
24,23,22,106.00,0.00
24,23,23,33.00,0.00
24,23,24,0.00,0.00
24,23,25,0.00,0.00
24,23,26,0.00,0.00
24,23,27,0.00,0.00
24,23,28,0.00,0.00
24,23,29,0.00,0.00
24,23,30,0.00,0.00
24,23,31,0.00,0.00
24,23,32,0.00,0.00
24,23,33,1.00,0.00
24,23,34,56.00,0.00
24,23,35,48.00,0.00
24,23,36,36.00,0.00
24,23,37,94.00,0.00
24,23,38,98.00,0.00
24,23,39,106.00,0.00
24,23,40,105.00,0.00
24,23,41,102.00,0.00
24,23,42,76.00,0.00
24,23,43,86.00,0.00
24,23,44,108.00,0.00
24,23,45,111.00,0.00
24,23,46,106.00,0.00
24,23,47,41.00,0.00
24,23,48,44.00,0.00
24,23,49,106.00,0.00
24,23,50,111.00,0.00
24,23,51,106.00,0.00
24,23,52,105.00,0.00
24,23,53,102.00,0.00
24,23,54,104.00,0.00
